

S01, Oz0004, 2017-05-16 22:07:10.482
Oz0007, 134.2654219487202, 5
Oz00032, 149.23061464477135, 2
Oz00022, 169.63753492349363, 1
Oz00037, 172.82003336693356, 0
Oz00027, 195.35255491087213, 0

C02, Oz00019, 2017-05-16 22:07:35.348
Oz00015, 544.1453297886447, 5
Oz00030, 553.7035404699898, 2
Oz00025, 614.3431783584264, 1
Oz00020, 632.8537249414337, 0
Oz0005, 663.6561758772016, 0
Oz00035, 735.5851721110936, 0

R03, Oz00029, 2017-05-16 22:08:10.83
Oz00038, 10.307639950770858, 5
Oz00028, 11.22348991831811, 2
Oz0003, 12.626330261656422, 1
Oz0008, 13.893513587611796, 0
Oz00033, 15.85836424833948, 0
Oz00013, 15.940706084298597, 0

C04, Oz0004, 2017-05-16 22:09:27.426
Oz0000, 535.3520047094358, 5
Oz0003, 562.0021147685917, 2
Oz00013, 574.8654249494068, 1
Oz00030, 603.2327032580954, 0
Oz00035, 645.7406043514136, 0
Oz00038, 668.7770094630738, 0
Oz00023, 737.0082714292616, 0
Oz00018, 770.9259801286437, 0

C01, Oz00019, 2017-05-16 22:15:48.625
Oz00018, 541.7211774779914, 5
Oz00028, 545.084580100984, 2
Oz00020, 550.8833091483041, 1
Oz0005, 552.0890865148469, 0
Oz00015, 627.0823236177628, 0
Oz00030, 651.6122307637049, 0
Oz00035, 732.1931535520201, 0
Oz0008, 752.7215528353138, 0

C01, Oz0004, 2017-05-16 22:18:18.310
Oz0008, 579.6715334684627, 5
Oz00028, 601.6646480860118, 2
Oz00033, 672.7228776384745, 1
Oz00018, 700.0502149655022, 0
Oz00013, 731.1799017119193, 0
Oz00038, 740.3973206226135, 0
Oz00023, 753.8947511129722, 0
Oz0003, 797.6505932701248, 0

S01, Oz00019, 2017-05-16 22:20:26.88
Oz00022, 100.23230157854249, 5
Oz00037, 122.06653273901733, 2
Oz0007, 147.88084174940911, 1
Oz00027, 149.42094041049955, 0
Oz00017, 157.65694413652113, 0

C02, Oz0004, 2017-05-16 22:20:46.639
Oz00030, 538.8427902150289, 5
Oz00035, 549.3131226947633, 2
Oz00025, 562.5037252613874, 1
Oz00028, 589.4378378517019, 0
Oz00033, 605.3378942026432, 0
Oz00015, 757.1386464515967, 0

C03, Oz0004, 2017-05-16 22:23:00.511
Oz0003, 512.2699426373704, 5
Oz00033, 547.7054025439745, 2
Oz00038, 664.5050173470437, 1
Oz0008, 691.2041177766539, 0
Oz00028, 752.9599550228678, 0
Oz00023, 787.5012510743823, 0

S04, Oz00019, 2017-05-16 22:24:21.146
Oz00038, 107.80143522241075, 5
Oz0003, 124.97462910420515, 2
Oz00028, 128.33327159053314, 1
Oz0007, 137.85434621975367, 0
Oz0008, 142.63418704079322, 0
Oz00033, 166.75595190283144, 0

R05, Oz00019, 2017-05-16 22:25:19.324
Oz0003, 11.752903760789255, 5
Oz00028, 12.607786802826826, 2
Oz00038, 16.498204012670787, 1
Oz00033, 18.834580639659006, 0
Oz0008, 19.23810781619561, 0
